,Active Players,Age,Pos.,Status,Adj. Salary
10685,Austin Riley,25,3B,Arb 1,"$3,950,000"
10686,Raimel Tapia,28,RF,Arb 2,"$3,950,000"
10687,Seth Lugo,32,RP,Arb 3,"$3,925,000"
10688,Trevor Williams,30,RP,Arb 3,"$3,900,000"
10689,Sandy Alcantara,26,SP,Vet,"$3,800,000"
10690,Ross Stripling,32,SP,Arb 3,"$3,790,000"
10691,Tommy Kahnle,32,RP,Vet,"$3,725,000"
10692,Mike Yastrzemski,31,CF,Arb 1,"$3,700,000"
10693,Joey Gallo,28,LF,Arb 3,"$3,613,184"
10694,Alex Verdugo,26,LF,Arb 1,"$3,550,000"
10695,Raisel Iglesias,32,RP,Vet,"$3,516,480"
10696,Josh Bell,29,1B,Arb 3,"$3,516,480"
10697,Wilmer Flores,30,DH,Vet,"$3,500,000"
10698,David Phelps,35,RP,Vet,"$3,500,000"
10699,Carson Kelly,27,C,Arb 2,"$3,325,000"
10700,Luis Garcia,35,RP,Vet,"$3,250,000"
10701,Johnny Cueto,36,SP,Vet,"$3,206,452"
10702,Ji-Man Choi,31,1B,Arb 2,"$3,200,000"
10703,Kyle Farmer,31,SS,Arb 1,"$3,155,000"
10704,Anthony Santander,27,RF,Arb 2,"$3,150,000"
10705,David Peralta,34,LF,Vet,"$3,095,055"
10706,Chris Flexen,28,RP,Vet,"$3,050,000"
10707,Matthew Strahm,30,RP,Arb 3,"$3,000,000"
10708,Vincent Velasquez,30,RP,Vet,"$3,000,000"
10709,Elias Diaz,31,C,Vet,"$3,000,000"
10710,Framber Valdez,28,SP,Arb 1,"$3,000,000"
10711,Max Stassi,31,C,Vet,"$3,000,000"
10712,Dylan Floro,31,RP/CL,Arb 2,"$3,000,000"
10713,Jeff McNeil,30,2B,Arb 1,"$3,000,000"
10714,Pierce Johnson,31,RP,Pre-Arb,"$3,000,000"
10715,Jake Odorizzi,32,SP,Vet,"$2,813,187"
10716,Yandy Diaz,30,3B,Arb 1,"$2,800,000"
10717,Austin Barnes,32,C,Arb 3,"$2,750,000"
10718,Rafael Montero,31,RP,Arb 4,"$2,725,000"
10719,Chad Pinder,30,LF,Arb 3,"$2,725,000"
10720,Jorge Alfaro,29,C,Arb 2,"$2,725,000"
10721,Luis Castillo,29,SP,Arb 2,"$2,705,795"
10722,Brent Suter,32,RP,Arb 2,"$2,700,000"
10723,Trey Mancini,30,1B,Vet,"$2,678,585"
10724,Nick Pivetta,29,SP,Arb 1,"$2,650,000"
10725,Joely Rodriguez,30,RP,Pre-Arb,"$2,650,000"
10726,Reynaldo Lopez,28,RP,Arb 2,"$2,625,000"
10727,Miguel Castro,27,RP,Arb 3,"$2,620,000"
10728,Julio Rodriguez,21,CF,Pre-Arb,"$2,612,500"
10729,Christian Walker,31,1B,Arb 1,"$2,600,000"
10730,Albert Pujols,42,DH,Vet,"$2,600,000"
10731,Nicholas Lopez,27,3B,Arb 1,"$2,550,000"
10732,Luis Urias,25,2B,Pre-Arb,"$2,550,000"
10733,David Bote,29,2B,Vet,"$2,510,000"
10734,Cal Quantrill,27,SP,Arb 1,"$2,510,000"
10735,Aaron Bummer,28,RP,Vet,"$2,500,000"
10736,Freddy Peralta,26,SP,Vet,"$2,484,960"
10737,Christian Vazquez,31,C,Vet,"$2,461,568"
10738,Whit Merrifield,33,2B,Vet,"$2,461,568"
10739,Pablo Lopez,26,SP,Arb 1,"$2,450,000"
10740,Jacob Stallings,32,C,Arb 2,"$2,450,000"
10741,Eric Lauer,27,SP,Arb 1,"$2,425,000"
10742,Giovanny Gallegos,30,RP,Arb 1,"$2,410,000"
10743,Scott Barlow,29,RP/CL,Arb 1,"$2,400,000"
10744,Matt Moore,33,RP,Vet,"$2,311,852"
10745,Emilio Pagan,31,RP,Arb 2,"$2,300,000"
10746,Richard Bleier,35,RP,Vet,"$2,250,000"
10747,Tony Kemp,30,2B,Arb 2,"$2,250,000"
10748,A.J. Minter,28,RP,Arb 2,"$2,200,000"
10749,Wandy Peralta,30,RP,Arb 3,"$2,150,000"
10750,Diego Castillo,28,RP,Arb 1,"$2,150,000"
10751,Erick Fedde,29,SP,Arb 1,"$2,150,000"
10752,Luis Arraez,25,2B,Arb 1,"$2,125,000"
10753,Cavan Biggio,27,2B,Arb 1,"$2,122,500"
10754,Jordan Montgomery,29,SP,Arb 3,"$2,109,888"
10755,Ryne Stanek,30,RP,Arb 2,"$2,100,000"
10756,Amir Garrett,30,RP,Arb 2,"$2,025,000"
10757,Caleb Smith,30,RP,Arb 2,"$2,000,000"
10758,Adam Engel,30,RF,Arb 2,"$2,000,000"
10759,Zach Plesac,27,SP,Pre-Arb,"$2,000,000"
10760,Victor Caratini,28,C,Arb 2,"$2,000,000"
10761,Steve Cishek,36,RP,Vet,"$2,000,000"
10762,Anibal Sanchez,38,SP,Vet,"$2,000,000"
10763,Kevin Newman,28,SS,Arb 1,"$1,950,000"
10764,Danny Jansen,27,C,Arb 1,"$1,950,000"
10765,Rowdy Tellez,27,1B,Arb 1,"$1,940,000"
10766,Luke Voit,31,DH,Arb 2,"$1,916,480"
10767,Emmanuel Clase,24,RP/CL,Vet,"$1,900,000"
10768,Jose Cisnero,33,RP,Arb 2,"$1,900,000"
10769,Jose Alvarado,27,RP,Arb 2,"$1,900,000"
10770,Garrett Hampson,27,SS,Arb 1,"$1,862,500"
10771,Austin Slater,29,CF,Arb 2,"$1,850,000"
10772,Matt Boyd,31,RP,Arb 4,"$1,828,544"
10773,Hunter Strickland,33,RP,Vet,"$1,825,000"
10774,Jace Peterson,32,3B,Arb 4,"$1,825,000"
10775,Luis Cessa,30,SP,Arb 2,"$1,800,000"
10776,Ben Gamel,30,LF,Arb 3,"$1,800,000"
10777,Robbie Grossman,32,LF,Vet,"$1,758,272"
10778,Kurt Suzuki,38,C,Vet,"$1,750,000"
10779,Brad Boxberger,34,RP,Vet,"$1,750,000"
10780,Domingo German,29,SP,Arb 1,"$1,750,000"
10781,Charlie Culberson,33,3B,Vet,"$1,750,000"
10782,Michael Fulmer,29,RP,Arb 4,"$1,740,672"
10783,Paul Sewald,32,RP/CL,Arb 2,"$1,735,000"
10784,Jarlin Garcia,29,RP,Arb 2,"$1,725,000"
10785,Harrison Bader,28,CF,Vet,"$1,652,736"
10786,Myles Straw,27,CF,Vet,"$1,650,000"
10787,Jonathan Loaisiga,27,RP,Arb 1,"$1,650,000"
10788,Victor Robles,25,CF,Arb 1,"$1,650,000"
10789,Dinelson Lamet,29,RP,Arb 2,"$1,600,396"
10790,Orlando Arcia,27,2B,Vet,"$1,600,000"
10791,Adam Cimber,31,RP,Arb 2,"$1,575,000"
10792,Phil Maton,29,RP,Arb 2,"$1,550,000"
10793,Tyler Naquin,31,DH,Arb 3,"$1,503,820"
10794,Zach Davies,29,SP,Vet,"$1,500,000"
10795,Matt Duffy,31,3B,Arb 4,"$1,500,000"
10796,Carlos Santana,36,1B,Vet,"$1,500,000"
10797,Francisco Mejia,26,C,Arb 1,"$1,455,000"
10798,Wander Franco,21,SS,Vet,"$1,454,545"
10799,Matt Carpenter,36,3B,Vet,"$1,450,548"
10800,Franmil Reyes,26,DH,Arb 1,"$1,450,000"
10801,Jordan Luplow,28,OF,Arb 1,"$1,400,000"
10802,Tyler Matzek,31,RP,Arb 1,"$1,400,000"
10803,Ryan Brasier,34,RP,Arb 2,"$1,400,000"
10804,Victor Reyes,27,RF,Arb 1,"$1,400,000"
10805,Hanser Alberto,29,2B,Arb 3,"$1,350,000"
10806,Dylan Moore,29,2B,Arb 1,"$1,350,000"
10807,Elieser Hernandez,27,RP,Arb 1,"$1,325,000"
10808,Tim Hill,32,RP,Arb 1,"$1,325,000"
10809,Ryan O'Hearn,28,1B,Arb 1,"$1,300,000"
10810,Caleb Thielbar,35,RP,Arb 1,"$1,300,000"
10811,Harold Castro,28,3B,Pre-Arb,"$1,275,000"
10812,Luis Garcia,25,SP,Pre-Arb,"$1,251,500"
10813,Mychal Givens,32,RP,Vet,"$1,250,000"
10814,Tim Mayza,30,RP,Arb 1,"$1,250,000"
10815,Jake Diekman,35,RP,Vet,"$1,230,784"
10816,David Robertson,37,RP/CL,Vet,"$1,230,769"
10817,Christian Arroyo,27,2B,Arb 1,"$1,200,000"
10818,Josh Naylor,25,1B,Pre-Arb,"$1,200,000"
10819,Jon Berti,32,3B,Arb 1,"$1,200,000"
10820,Luis Torrens,26,C,Arb 1,"$1,200,000"
10821,Marwin Gonzalez,33,3B,Vet,"$1,150,000"
10822,Clay Holmes,29,RP/CL,Arb 1,"$1,100,000"
10823,Lou Trivino,30,RP,Arb 2,"$1,071,460"
10824,Darin Ruf,35,DH,Vet,"$1,054,976"
10825,Anthony Bass,34,RP,Vet,"$1,054,976"
10826,Tanner Scott,27,RP,Arb 1,"$1,050,000"
10827,Luke Weaver,28,RP,Arb 2,"$1,026,786"
10828,Guillermo Heredia,31,CF,Arb 3,"$1,000,000"
10829,Trevor Richards,29,RP,Arb 1,"$1,000,000"
10830,J.D. Davis,29,3B,Arb 2,"$970,560"
10831,Stephen Vogt,37,C,Vet,"$950,000"
10832,Chris Stratton,31,RP,Arb 2,"$949,440"
10833,Jeffrey Springs,29,SP,Arb 1,"$947,500"
10834,Jordan Hicks,25,RP,Arb 2,"$937,500"
10835,Andres Munoz,23,RP,Vet,"$937,000"
10836,Kyle Higashioka,32,C,Arb 1,"$935,000"
10837,Chris Martin,36,RP,Arb 2,"$934,066"
10838,Curt Casali,33,C,Arb 4,"$914,304"
10839,Taylor Hearn,27,RP,Pre-Arb,"$911,502"
10840,Lucas Luetge,35,RP,Arb 1,"$905,000"
10841,Robinson Chirinos,38,C,Vet,"$900,000"
10842,Luke Maile,31,C,Arb 3,"$900,000"
10843,Jason Adam,30,RP,Pre-Arb,"$900,000"
10844,Tomas Nido,28,C,Arb 1,"$890,000"
10845,Luis Guillorme,27,2B,Arb 1,"$875,000"
10846,John Brebbia,32,RP,Arb 2,"$837,500"
10847,Bo Bichette,24,SS,Pre-Arb,"$825,000"
10848,Miguel Diaz,27,RP,Pre-Arb,"$800,000"
10849,Yordan Alvarez,25,DH,Pre-Arb,"$764,600"
10850,Kyle Tucker,25,RF,Pre-Arb,"$764,200"
10851,Jonathan India,25,2B,Pre-Arb,"$760,000"
10852,Jake Cronenworth,28,2B,Pre-Arb,"$757,200"
10853,Dylan Cease,26,SP,Pre-Arb,"$750,000"
10854,Drew Smith,28,RP,Arb 1,"$750,000"
10855,Jalen Beeks,28,RP,Arb 1,"$750,000"
10856,Cristian Javier,25,SP,Pre-Arb,"$749,100"
10857,Jose Urquidy,27,SP,Pre-Arb,"$748,700"
10858,Zac Gallen,26,SP,Pre-Arb,"$745,600"
10859,Ty France,27,1B,Pre-Arb,"$734,500"
10860,Josh Rojas,28,3B,Pre-Arb,"$730,900"
10861,Patrick Wisdom,30,3B,Pre-Arb,"$730,000"
10862,Jaime Barria,25,RP,Pre-Arb,"$730,000"
10863,Will Smith,27,C,Pre-Arb,"$730,000"
10864,Ranger Suarez,26,SP,Pre-Arb,"$730,000"
10865,Tyler Rogers,31,RP,Pre-Arb,"$730,000"
10866,LaMonte Wade,28,LF,Pre-Arb,"$730,000"
10867,Alek Manoah,24,SP,Pre-Arb,"$730,000"
10868,Trent Grisham,25,CF,Pre-Arb,"$729,300"
10869,Harold Ramirez,27,RF,Arb 1,"$728,000"
10870,Nestor Cortes,27,SP,Pre-Arb,"$727,500"
10871,Austin Nola,32,C,Pre-Arb,"$726,900"
10872,Kyle Finnegan,30,RP/CL,Pre-Arb,"$725,900"
10873,Trevor Gott,29,RP,Arb 1,"$725,000"
10874,Sean Murphy,27,C,Pre-Arb,"$725,000"
10875,Seranthony Dominguez,27,RP/CL,Arb 1,"$725,000"
10876,JT Brubaker,28,SP,Pre-Arb,"$725,000"
10877,Mitch Keller,26,SP,Pre-Arb,"$725,000"
10878,Duane Underwood,27,RP,Pre-Arb,"$725,000"
10879,Rowan Wick,29,RP,Pre-Arb,"$724,000"
10880,Lane Thomas,26,CF,Pre-Arb,"$723,600"
10881,Santiago Espinal,27,2B,Pre-Arb,"$723,550"
10882,Tommy Edman,27,SS,Pre-Arb,"$722,900"
10883,Ryan Helsley,27,RP/CL,Pre-Arb,"$722,450"
10884,Gregory Soto,27,RP/CL,Pre-Arb,"$722,400"
10885,Daulton Varsho,25,CF,Pre-Arb,"$721,700"
10886,Kyle Wright,26,SP,Pre-Arb,"$720,000"
10887,Nico Hoerner,25,SS,Pre-Arb,"$720,000"
10888,Jose Ruiz,27,RP,Pre-Arb,"$720,000"
10889,Jimmy Herget,28,RP,Pre-Arb,"$720,000"
10890,Jose Quijada,26,RP/CL,Pre-Arb,"$720,000"
10891,Patrick Sandoval,25,SP,Pre-Arb,"$720,000"
10892,Taylor Ward,28,RF,Pre-Arb,"$720,000"
10893,Anthony Gonsolin,28,SP,Pre-Arb,"$720,000"
10894,Brusdar Graterol,23,RP,Pre-Arb,"$720,000"
10895,Gavin Lux,24,2B,Pre-Arb,"$720,000"
10896,Evan Phillips,27,RP,Pre-Arb,"$720,000"
10897,Alex Vesia,26,RP,Pre-Arb,"$720,000"
10898,Jose Trevino,29,C,Pre-Arb,"$720,000"
10899,Jonathan Hernandez,25,RP,Pre-Arb,"$720,000"
10900,Dennis Santana,26,RP,Pre-Arb,"$720,000"
10901,Bryan Abreu,25,RP,Pre-Arb,"$719,600"
10902,Andrew Knizner,27,C,Pre-Arb,"$718,300"
10903,Adbert Alzolay,27,RP,Pre-Arb,"$718,250"
10904,Joe Mantiply,31,RP,Pre-Arb,"$717,000"
10905,Aaron Civale,27,SP,Pre-Arb,"$716,900"
10906,Tyler Alexander,27,SP,Pre-Arb,"$716,900"
10907,Randy Arozarena,27,LF,Pre-Arb,"$716,600"
10908,Cedric Mullins,27,CF,Pre-Arb,"$716,500"
10909,Paolo Espino,35,SP,Pre-Arb,"$716,200"
10910,Nate Lowe,26,1B,Pre-Arb,"$716,000"
10911,Andrew Vaughn,24,DH,Pre-Arb,"$715,000"
10912,Jesus Luzardo,24,SP,Pre-Arb,"$715,000"
10913,Alec Bohm,25,3B,Pre-Arb,"$715,000"
10914,David Bednar,27,RP/CL,Pre-Arb,"$715,000"
10915,Thairo Estrada,26,2B,Pre-Arb,"$715,000"
10916,Devin Williams,27,RP/CL,Pre-Arb,"$714,500"
10917,Pete Fairbanks,28,RP,Pre-Arb,"$714,400"
10918,Jose Quintana,33,SP,Vet,"$714,285"
10919,Brock Burke,25,RP,Pre-Arb,"$714,000"
10920,Adolis Garcia,29,RF,Pre-Arb,"$714,000"
10921,Jonah Heim,27,C,Pre-Arb,"$714,000"
10922,Alejandro Kirk,23,C,Pre-Arb,"$714,000"
10923,Ryan Jeffers,25,C,Pre-Arb,"$713,050"
10924,Austin Hays,26,LF,Pre-Arb,"$713,000"
10925,Logan Gilbert,25,SP,Pre-Arb,"$712,300"
10926,Drew Rasmussen,26,SP,Pre-Arb,"$711,800"
10927,Erik Swanson,28,RP,Pre-Arb,"$711,600"
10928,Dillon Tate,28,RP,Pre-Arb,"$711,500"
10929,Shane McClanahan,25,SP,Pre-Arb,"$711,400"
10930,Tyrone Taylor,28,CF,Pre-Arb,"$711,100"
10931,Ryan Mountcastle,25,1B,Pre-Arb,"$711,000"
10932,James Karinchak,26,RP,Pre-Arb,"$710,606"
10933,J.T. Chargois,31,RP,Pre-Arb,"$710,500"
10934,Eric Haase,29,C,Pre-Arb,"$710,400"
10935,Jordan Romano,29,RP/CL,Pre-Arb,"$710,400"
10936,Jake Fraley,27,LF,Pre-Arb,"$710,000"
10937,Austin Gomber,28,RP,Pre-Arb,"$710,000"
10938,Brendan Rodgers,25,2B,Pre-Arb,"$710,000"
10939,Jorge Mateo,27,SS,Pre-Arb,"$709,500"
10940,Tylor Megill,26,RP,Pre-Arb,"$707,500"
10941,Albert Abreu,26,RP,Pre-Arb,"$707,500"
10942,Triston McKenzie,24,SP,Pre-Arb,"$707,100"
10943,Nick Gordon,26,SS,Pre-Arb,"$706,800"
10944,Andres Gimenez,23,2B,Pre-Arb,"$706,600"
10945,Bailey Ober,26,SP,Pre-Arb,"$706,200"
10946,Keegan Thompson,27,SP,Pre-Arb,"$706,000"
10947,Dean Kremer,26,SP,Pre-Arb,"$705,500"
10948,Edward Olivares,26,OF,Pre-Arb,"$705,500"
10949,Hoby Milner,31,RP,Arb 1,"$705,100"
10950,Cionel Perez,26,RP,Pre-Arb,"$705,000"
10951,Yonathan Daza,28,CF,Pre-Arb,"$705,000"
10952,Seth Brown,29,LF,Pre-Arb,"$705,000"
10953,Cole Irvin,28,SP,Pre-Arb,"$705,000"
10954,James Kaprielian,28,SP,Pre-Arb,"$705,000"
10955,A.J. Puk,27,RP,Pre-Arb,"$705,000"
10956,Zach Thompson,28,RP,Pre-Arb,"$705,000"
10957,Aaron Ashby,24,SP,Pre-Arb,"$704,500"
10958,Garrett Stubbs,29,C,Pre-Arb,"$704,500"
10959,Adrian Morejon,23,RP,Pre-Arb,"$704,500"
10960,Taylor Walls,25,SS,Pre-Arb,"$704,000"
10961,Joe Barlow,26,RP,Pre-Arb,"$704,000"
10962,Camilo Doval,24,RP/CL,Pre-Arb,"$703,750"
10963,Alex Lange,26,RP,Pre-Arb,"$703,700"
10964,Daniel Lynch,25,SP,Pre-Arb,"$703,600"
10965,Josiah Gray,24,SP,Pre-Arb,"$703,500"
10966,Trevor Stephan,26,RP,Pre-Arb,"$703,400"
10967,Dylan Carlson,23,RF,Pre-Arb,"$703,000"
10968,Sam Hentges,25,RP,Pre-Arb,"$702,500"
10969,Eli Morgan,26,RP,Pre-Arb,"$702,100"
10970,Joe Ryan,26,SP,Pre-Arb,"$701,650"
10971,Keegan Akin,27,RP,Pre-Arb,"$701,640"
10972,Geraldo Perdomo,22,SS,Pre-Arb,"$701,300"
10973,Owen Miller,25,1B,Pre-Arb,"$701,100"
10974,Dylan Coleman,25,RP,Pre-Arb,"$700,650"
10975,Bryan Baker,27,RP,Pre-Arb,"$700,500"
10976,Rougned Odor,28,2B,Vet,"$700,000"
10977,Javier Assad,24,SP,Pre-Arb,"$700,000"
10978,Chase Anderson,34,SP,Vet,"$700,000"
10979,Fernando Cruz,0,RP,Pre-Arb,"$700,000"
10980,Alexis Diaz,25,RP/CL,Pre-Arb,"$700,000"
10981,Hunter Greene,22,SP,Pre-Arb,"$700,000"
10982,Derek Law,31,RP,Arb 1,"$700,000"
10983,Steven Kwan,24,LF,Pre-Arb,"$700,000"
10984,Cody Morris,25,SP,Pre-Arb,"$700,000"
10985,Daniel Norris,29,RP,Vet,"$700,000"
10986,Jeremy Pena,24,SS,Pre-Arb,"$700,000"
10987,Bobby Witt Jr.,22,SS,Pre-Arb,"$700,000"
10988,Jhoan Duran,24,RP,Pre-Arb,"$700,000"
10989,Billy Hamilton,31,CF,Vet,"$700,000"
10990,Domingo Acevedo,28,RP,Pre-Arb,"$700,000"
10991,Andre Pallante,23,RP,Pre-Arb,"$700,000"
10992,Shawn Armstrong,31,RP,Arb 2,"$700,000"
10993,Kevin Plawecki,31,C,Arb 4,"$700,000"
10994,Joey Meneses,30,1B,Pre-Arb,"$700,000"
10995,Michael Brosseau,28,3B,Pre-Arb,"$698,580"
10996,Will Vest,27,RP,Pre-Arb,"$696,126"
10997,Chas McCormick,27,CF,Pre-Arb,"$696,060"
10998,Kyle Isbel,25,RF,Pre-Arb,"$694,260"
10999,Gilberto Celestino,23,LF,Pre-Arb,"$687,436"
11000,Cal Raleigh,25,C,Pre-Arb,"$683,574"
11001,Jackson Stephens,28,RP,Pre-Arb,"$680,742"
11002,Griffin Jax,27,RP,Pre-Arb,"$680,742"
11003,Caleb Ferguson,25,RP,Arb 1,"$678,640"
11004,Nick Lodolo,24,SP,Pre-Arb,"$673,050"
11005,Andrew Bellatti,30,RP,Pre-Arb,"$673,050"
11006,Gavin Sheets,26,DH,Pre-Arb,"$671,067"
11007,Bryson Stott,24,2B,Pre-Arb,"$669,204"
11008,Ryan McKenna,25,CF,Pre-Arb,"$669,164"
11009,William Contreras,24,C,Pre-Arb,"$667,071"
11010,Steven Wilson,27,RP,Pre-Arb,"$665,358"
11011,Hunter Harvey,27,RP,Pre-Arb,"$661,512"
11012,Brady Singer,25,SP,Pre-Arb,"$650,370"
11013,Nick Sandlin,25,RP,Pre-Arb,"$647,640"
11014,Reid Detmers,22,SP,Pre-Arb,"$647,566"
11015,Jason Foley,26,RP,Pre-Arb,"$647,472"
11016,Chase De Jong,28,RP,Pre-Arb,"$646,128"
11017,Penn Murfee,28,RP,Pre-Arb,"$646,128"
11018,Erasmo Ramirez,32,RP,Vet,"$646,128"
11019,Bryan De La Cruz,25,CF,Pre-Arb,"$643,914"
11020,Bobby Dalbec,27,1B,Pre-Arb,"$643,372"
11021,Kris Bubic,24,SP,Pre-Arb,"$643,208"
11022,Enyel De Los Santos,26,RP,Pre-Arb,"$642,282"
11023,Glenn Otto,26,SP,Pre-Arb,"$642,282"
11024,Aristides Aquino,28,RF,Pre-Arb,"$640,096"
11025,Abraham Toro-Hernandez,25,3B,Pre-Arb,"$638,067"
11026,Connor Brogdon,27,RP,Pre-Arb,"$636,498"
11027,Nabil Crismatt,27,RP,Pre-Arb,"$634,240"
11028,Brendan Donovan,25,LF,Pre-Arb,"$630,744"
11029,Matt Reynolds,31,3B,Pre-Arb,"$623,052"
11030,Kyle Bradish,25,SP,Pre-Arb,"$615,360"
11031,Kirby Snead,27,RP,Pre-Arb,"$615,360"
11032,Matt Festa,29,RP,Pre-Arb,"$615,360"
11033,Matt Vierling,25,OF,Pre-Arb,"$615,012"
11034,Joey Bart,25,C,Pre-Arb,"$614,146"
11035,Connor Overton,28,RP,Pre-Arb,"$611,514"
11036,MJ Melendez,23,DH,Pre-Arb,"$603,822"
11037,John Schreiber,28,RP,Pre-Arb,"$599,976"
11038,Jose Miranda,24,SS,Pre-Arb,"$596,130"
11039,Keston Hiura,25,2B,Pre-Arb,"$592,722"
11040,Jake Meyers,26,OF,Pre-Arb,"$589,504"
11041,Austin Voth,30,SP,Arb 1,"$576,960"
11042,Joel Kuhnel,27,RP,Pre-Arb,"$576,900"
11043,Luis Rengifo,25,2B,Pre-Arb,"$576,900"
11044,Isaac Paredes,23,3B,Pre-Arb,"$576,900"
11045,Jake Cousins,27,RP,Pre-Arb,"$570,507"
11046,Buck Farmer,31,RP,Arb 3,"$569,740"
11047,C.J. Edwards,30,RP,Arb 4,"$569,208"
11048,Mauricio Dubon,27,CF,Pre-Arb,"$565,776"
11049,Alfonso Rivas,25,1B,Pre-Arb,"$562,684"
11050,Yency Almonte,28,RP,Pre-Arb,"$561,516"
11051,Jose Azocar,26,OF,Pre-Arb,"$561,516"
11052,Spenser Watkins,29,SP,Pre-Arb,"$557,670"
11053,Andres Machado,29,RP,Pre-Arb,"$552,522"
11054,Reiver Sanmartin,26,RP,Pre-Arb,"$549,978"
11055,Michael Rucker,28,RP,Pre-Arb,"$548,120"
11056,Andrew Wantz,26,RP,Pre-Arb,"$546,132"
11057,Tyler Heineman,31,C,Pre-Arb,"$546,132"
11058,Christopher Morel,23,CF,Pre-Arb,"$542,286"
11059,Brian Serven,27,C,Pre-Arb,"$542,286"
11060,Lars Nootbaar,24,OF,Pre-Arb,"$538,625"
11061,Brandon Hughes,26,RP/CL,Pre-Arb,"$538,440"
11062,Jose Suarez,24,SP,Pre-Arb,"$538,016"
11063,Ehire Adrianza,32,SS,Vet,"$535,730"
11064,Nick Mears,25,RP,Pre-Arb,"$534,612"
11065,Diego Castillo,28,2B,Pre-Arb,"$534,594"
11066,Jake McCarthy,24,OF,Pre-Arb,"$528,683"
11067,Jorge Lopez,29,RP/CL,Arb 1,"$527,488"
11068,Dylan Lee,27,RP,Pre-Arb,"$526,902"
11069,Adley Rutschman,24,C,Pre-Arb,"$526,902"
11070,Bryse Wilson,24,SP,Pre-Arb,"$526,486"
11071,Mason Thompson,24,RP,Pre-Arb,"$524,688"
11072,Cooper Hummel,27,DH,Pre-Arb,"$523,056"
11073,P.J. Higgins,29,C,Pre-Arb,"$523,056"
11074,Spencer Torkelson,22,1B,Pre-Arb,"$523,056"
11075,George Kirby,24,SP,Pre-Arb,"$519,210"
11076,Graham Ashcraft,24,SP,Pre-Arb,"$515,364"
11077,Tommy Nance,31,RP,Pre-Arb,"$515,364"
11078,Ty Blach,31,RP,Pre-Arb,"$515,125"
11079,John King,27,RP,Pre-Arb,"$509,990"
11080,Oscar Gonzalez,24,RF,Pre-Arb,"$507,672"
11081,Nick Fortes,25,C,Pre-Arb,"$503,826"
11082,Riley Adams,26,C,Pre-Arb,"$500,907"
11083,Michael Harris,21,CF,Pre-Arb,"$499,980"
11084,Adam Oller,27,SP,Pre-Arb,"$499,980"
11085,Jose Barrero,24,SS,Pre-Arb,"$494,080"
11086,Jesus Sanchez,24,CF,Pre-Arb,"$490,896"
11087,Manuel Rodriguez,25,RP,Pre-Arb,"$484,596"
11088,Austin Pruitt,32,RP,Arb 1,"$484,596"
11089,Luis Garcia,22,SS,Pre-Arb,"$484,596"
11090,Clarke Schmidt,26,RP,Pre-Arb,"$481,545"
11091,Jimmy Lambert,27,RP,Pre-Arb,"$480,750"
11092,Nick Allen,23,SS,Pre-Arb,"$480,750"
11093,Juan Yepez,24,DH,Pre-Arb,"$480,750"
11094,Cristian Pache,23,CF,Pre-Arb,"$479,823"
11095,Jordon Adell,23,RF,Pre-Arb,"$478,676"
11096,David Peterson,26,RP,Pre-Arb,"$476,904"
11097,Akil Baddoo,23,CF,Pre-Arb,"$475,556"
11098,Jon Heasley,25,SP,Pre-Arb,"$473,058"
11099,Tyler Nevin,25,3B,Pre-Arb,"$465,366"
11100,Mark Leiter Jr.,31,RP,Pre-Arb,"$457,674"
11101,Yunior Marte,27,RP,Pre-Arb,"$457,674"
11102,Austin Wynns,31,C,Pre-Arb,"$457,674"
11103,Matt Brash,24,RP,Pre-Arb,"$453,946"
11104,Nick Maton,25,SS,Pre-Arb,"$449,982"
11105,Jack Suwinski,23,LF,Pre-Arb,"$449,982"
11106,Jacob Bird,26,RP,Pre-Arb,"$446,136"
11107,Jonah Bride,26,3B,Pre-Arb,"$438,444"
11108,Leodys Taveras,23,CF,Pre-Arb,"$438,444"
11109,Jake Woodford,25,RP,Pre-Arb,"$435,675"
11110,Braxton Garrett,24,SP,Pre-Arb,"$430,752"
11111,Josh Winder,25,SP,Pre-Arb,"$426,906"
11112,Taylor Trammell,24,RF,Pre-Arb,"$426,906"
11113,Josh Smith,24,3B,Pre-Arb,"$426,906"
11114,Kody Clemens,26,2B,Pre-Arb,"$423,060"
11115,Nelson Velazquez,23,OF,Pre-Arb,"$419,214"
11116,Riley Greene,21,CF,Pre-Arb,"$419,214"
11117,Adrian Sampson,30,SP,Pre-Arb,"$415,368"
11118,Alejo Lopez,26,2B,Pre-Arb,"$415,368"
11119,Collin Snider,26,RP,Pre-Arb,"$411,522"
11120,Oneil Cruz,23,SS,Pre-Arb,"$411,522"
11121,Trayce Thompson,31,CF,Pre-Arb,"$407,676"
11122,Sean Poppen,28,RP,Pre-Arb,"$406,026"
11123,Carlos Hernandez,25,RP,Pre-Arb,"$404,976"
11124,Justin Lawrence,27,RP,Pre-Arb,"$403,830"
11125,Pavin Smith,26,RF,Pre-Arb,"$393,228"
11126,Jason Alexander,29,RP,Pre-Arb,"$392,292"
11127,Josh Fleming,26,RP,Pre-Arb,"$388,700"
11128,Vinnie Pasquantino,24,1B,Pre-Arb,"$384,600"
11129,Trent Thornton,28,RP,Arb 1,"$384,120"
11130,Jovani Moran,25,RP,Pre-Arb,"$380,754"
11131,Ryan Feltner,25,SP,Pre-Arb,"$369,216"
11132,Zack Thompson,24,RP,Pre-Arb,"$369,216"
